,Source,Target,Weight,Type
3644,"Rausis, Igors","Krockenberger, Martin",1,Directed
3645,"Dobosz, Henryk","Rausis, Igors",1,Directed
3646,"Rausis, Igors","Terrieux, Kevin",1,Directed
3647,"Rausis, Igors","Bighiu, Gheorghe",1,Directed
3648,"Rausis, Igors","La Manna, Francesco",1,Directed
3649,"Hamdouchi, Adina Maria","Rausis, Igors",1,Directed
3650,"Rausis, Igors","Calavalle, Giulio",1,Directed
3651,"Rausis, Igors","Di Caro, Calogero",1,Directed
3652,"Rausis, Igors","Klocker, Benedikt",1,Directed
3653,"Rausis, Igors","Voiska, Margarita",1,Directed
3654,"Rausis, Igors","Gromovs, Sergejs",1,Directed
3655,"Rausis, Igors","Popchev, Milko",1,Directed
3656,"Rausis, Igors","Namyslo, Holger",1,Directed
3657,"Rausis, Igors","Niering, Martin",1,Directed
3658,"Rausis, Igors","Breier, Andreas",1,Directed
3659,"Rausis, Igors","Tolk, Pieter",1,Directed
3660,"Mastrovasilis, Dimitrios","Rausis, Igors",1,Directed
3661,"Esipenko, Andrey","Ivaschenko, Vadim",1,Directed
3662,"Elizarov, Dmitry","Esipenko, Andrey",1,Directed
3663,"Petrov, Artur","Esipenko, Andrey",1,Directed
3664,"Rud, Viktor","Esipenko, Andrey",1,Directed
3665,"Esipenko, Andrey","Parinov, Ivan",1,Directed
3666,"Reva, Kirill","Esipenko, Andrey",1,Directed
3667,"Esipenko, Andrey","Trubchaninov, Artem",1,Directed
3668,"Esipenko, Andrey","Rockmann, Jan Okke",1,Directed
3669,"Esipenko, Andrey","Sargsyan, Shant",1,Directed
3670,"Esipenko, Andrey","Chukavin, Kirill",1,Directed
3671,"Esipenko, Andrey","Qadimbayli, Qoshgar",1,Directed
3672,"Esipenko, Andrey","Ivic, Velimir",1,Directed
3673,"Esipenko, Andrey","Muradli, Mahammad",1,Directed
3674,"Esipenko, Andrey","Falcon, Benjamin",1,Directed
3675,"Esipenko, Andrey","Aslanov, Farid",1,Directed
3676,"Esipenko, Andrey","Ulker, Tolga",1,Directed
3677,"Esipenko, Andrey","Aliyev, Ravan",1,Directed
3678,"Iniyan, Panneerseluam","Esipenko, Andrey",1,Directed
3679,"Esipenko, Andrey","Iniyan, Panneerseluam",1,Directed
3680,"Esipenko, Andrey","Baasansuren, Erdene",1,Directed
3681,"Esipenko, Andrey","Zhao, Chenxi",1,Directed
3682,"Nguyen, Anh Khoi","Esipenko, Andrey",1,Directed
3683,"Prizant, Jaroslav","Esipenko, Andrey",1,Directed
3684,"Esipenko, Andrey","Pushkov, Nikolai",1,Directed
3685,"Oganian, Miran1","Esipenko, Andrey",1,Directed
3686,"Esipenko, Andrey","Trubchaninov, Timur",1,Directed
3687,"Varavin, Viktor","Esipenko, Andrey",1,Directed
3688,"Rozhko, Dmitry","Esipenko, Andrey",1,Directed
3689,"Esipenko, Andrey","Rozhko, Dmitry",1,Directed
3690,"Martynov, Roman","Esipenko, Andrey",1,Directed
3691,"Esipenko, Andrey","Martynov, Roman",1,Directed
3692,"Esipenko, Andrey","Najdin, Danil",1,Directed
3693,"Esipenko, Andrey","Predke, Alexandr",1,Directed
3694,"Predke, Alexandr","Esipenko, Andrey",1,Directed
3695,"Esipenko, Andrey","Musalov, Ruslan",1,Directed
3696,"Shariyazdanov, Andrey","Esipenko, Andrey",1,Directed
3697,"Esipenko, Andrey","Beinenson, Katsiaryna",1,Directed
3698,"Pakhomov, Egor","Esipenko, Andrey",1,Directed
3699,"Dordzhieva, Dinara","Esipenko, Andrey",1,Directed
3700,"Esipenko, Andrey","Askerov, Marat",1,Directed
3701,"Esipenko, Andrey","Ovchinnikov, Vsevolod",1,Directed
3702,"Esipenko, Andrey","Dmitriev, Igor",1,Directed
3703,"Esipenko, Andrey","Babkin, Anatoliy",1,Directed
3704,"Esipenko, Andrey","Sukhareva, Evgenia",1,Directed
3705,"Esipenko, Andrey","Chernyavsky, Alexander",1,Directed
3706,"Belous, Vladimir","Esipenko, Andrey",1,Directed
3707,"Poley, Vladimir","Esipenko, Andrey",1,Directed
3708,"Esipenko, Andrey","Kim, Yana",1,Directed
3709,"Esipenko, Andrey","Zarkovic, Milos",1,Directed
3710,"Esipenko, Andrey","German, Nikita",1,Directed
3711,"Esipenko, Andrey","Hakobyan, Aram",1,Directed
3712,"Shevchenko, Kirill","Esipenko, Andrey",1,Directed
3713,"Esipenko, Andrey","Ioannidis, Evgenios",1,Directed
3714,"Esipenko, Andrey","Mosblech, Michael",1,Directed
3715,"Berchtenbreiter, Maximilian","Esipenko, Andrey",1,Directed
3716,"Esipenko, Andrey","Foerster, Soeren",1,Directed
3717,"Esipenko, Andrey","Pirrot, Dieter",1,Directed
3718,"Esipenko, Andrey","Sadiqli, Aslan Mubariz",1,Directed
3719,"Esipenko, Andrey","Roshka, Yevgeniy",1,Directed
3720,"Esipenko, Andrey","Raghunandan, Kaumandur Srihari",1,Directed
3721,"Esipenko, Andrey","Checa, Nicolas D",1,Directed
3722,"Esipenko, Andrey","Gadimbayli, Abdulla Azar",1,Directed
3723,"Deac, Bogdan Daniel","Esipenko, Andrey",1,Directed
3724,"Bukavshin, Ivan","Esipenko, Andrey",1,Directed
3725,"Frolov, Andrey","Esipenko, Andrey",1,Directed
3726,"Pasiev, Rakhim","Esipenko, Andrey",1,Directed
3727,"Charochkina, Daria","Esipenko, Andrey",1,Directed
3728,"Esipenko, Andrey","Zhdanov, Petr",1,Directed
3729,"Gorkavij, Vadim","Esipenko, Andrey",1,Directed
3730,"Zenzera, Alexey","Esipenko, Andrey",1,Directed
3731,"Sarana, Alexey","Esipenko, Andrey",1,Directed
3732,"Esipenko, Andrey","Sarana, Alexey",1,Directed
3733,"Martirosyan, Haik M","Esipenko, Andrey",1,Directed
3734,"Yuffa, Daniil","Esipenko, Andrey",1,Directed
3735,"Golubov, Saveliy","Esipenko, Andrey",1,Directed
3736,"Harutyunian, Tigran K","Esipenko, Andrey",1,Directed
3737,"Fedorov, Alexei","Esipenko, Andrey",1,Directed
3738,"Esipenko, Andrey","Radkov, Bazhen D",1,Directed
3739,"Esipenko, Andrey","Kunin, Vitaly L",1,Directed
3740,"Ulko, Jaroslav","Esipenko, Andrey",1,Directed
3741,"Esipenko, Andrey","Ginosyan, Razmik",1,Directed
3742,"Esipenko, Andrey","Privorotsky, Oleg1",1,Directed
3743,"Timofeev, Artyom","Esipenko, Andrey",1,Directed
3744,"Oshevnev, Anatoly","Esipenko, Andrey",1,Directed
3745,"Esipenko, Andrey","Geshko, Aleksey",1,Directed
3746,"Esipenko, Andrey","Baraeva, Marina",1,Directed
3747,"Esipenko, Andrey","Vildanov, Ruslan",1,Directed
3748,"Kokarev, Dmitry","Esipenko, Andrey",1,Directed
3749,"Esipenko, Andrey","Ivanov, Nikolay A",1,Directed
3750,"Esipenko, Andrey","Lykov, Sergey",1,Directed
3751,"Kanter, Eduard","Esipenko, Andrey",1,Directed
3752,"Esipenko, Andrey","Nizamov, Bulat",1,Directed
3753,"Esipenko, Andrey","Rudenko, Naum",1,Directed
3754,"Esipenko, Andrey","Serov, Danila",1,Directed
3755,"Karpenko, Artem","Esipenko, Andrey",1,Directed
3756,"Esipenko, Andrey","Yeletsky, Ivan",1,Directed
3757,"Yeletsky, Ivan","Esipenko, Andrey",1,Directed
3758,"Esipenko, Andrey","Novikov, Konstantin Ivan",1,Directed
3759,"Esipenko, Andrey","Ofitserian, Boris",1,Directed
3760,"Esipenko, Andrey","Payanidi, Janis",1,Directed
3761,"Esipenko, Andrey","Palchun, Grigory",1,Directed
3762,"Esipenko, Andrey","Gluckman, Paul",1,Directed
3763,"Esipenko, Andrey","Pitzanti, Matteo",1,Directed
3764,"Brodsky, David","Esipenko, Andrey",1,Directed
3765,"Esipenko, Andrey","Kaasen, Tor Fredrik",1,Directed
3766,"Esipenko, Andrey","Ezizov, Muhammet",1,Directed
3767,"Esipenko, Andrey","Ram, Aravind LN",1,Directed
3768,"Esipenko, Andrey","Yakubboev, Nodirbek",1,Directed
3769,"Esipenko, Andrey","Permin, Viktor",1,Directed
3770,"Esipenko, Andrey","Aydincelebi, Kagan",1,Directed
3771,"Esipenko, Andrey","Schoppen, Casper",1,Directed
3772,"Esipenko, Andrey","Sedykh, Egor",1,Directed
3773,"Lomasov, Semen","Esipenko, Andrey",1,Directed
3774,"Skatchkov, Valery","Esipenko, Andrey",1,Directed
3775,"Esipenko, Andrey","Kirillov, Dmitry1",1,Directed
3776,"Esipenko, Andrey","Sidorov, Anton",1,Directed
3777,"Esipenko, Andrey","Tsoi, Dmitry",1,Directed
3778,"Esipenko, Andrey","Privalov, Igor",1,Directed
3779,"Esipenko, Andrey","Nesterov, Arseniy",1,Directed
3780,"Esipenko, Andrey","Tsvetkov, Andrey1",1,Directed
3781,"Airapetian, Gor","Esipenko, Andrey",1,Directed
3782,"Esipenko, Andrey","Aivazian, Grigory",1,Directed
3783,"Lugovskoy, Maxim","Esipenko, Andrey",1,Directed
3784,"Esipenko, Andrey","Gunchenko, Vadim",1,Directed
3785,"Esipenko, Andrey","Khismatullin, Denis Rimovich",1,Directed
3786,"Megaranto, Susanto","Esipenko, Andrey",1,Directed
3787,"Esipenko, Andrey","Safonov, Nikita",1,Directed
3788,"Esipenko, Andrey","Tillyaev, Ulugbek",1,Directed
3789,"Esipenko, Andrey","Zaitsev, Alexander",1,Directed
3790,"Mokshanov, Alexey","Esipenko, Andrey",1,Directed
3791,"Esipenko, Andrey","Tishova, Svetlana",1,Directed
3792,"Khanin, Semen","Esipenko, Andrey",1,Directed
3793,"Esipenko, Andrey","Perske, Thore",1,Directed
3794,"Kozionov, Kirill","Esipenko, Andrey",1,Directed
3795,"Esipenko, Andrey","Erenberg, Ariel",1,Directed
3796,"Esipenko, Andrey","Marek, Matyas",1,Directed
3797,"Esipenko, Andrey","Maslova, Polina",1,Directed
3798,"Kovalev, Vladislav","Esipenko, Andrey",1,Directed
3799,"Esipenko, Andrey","Gurvich, Vitaly",1,Directed
3800,"Esipenko, Andrey","Mesropov, Konstantin Eduard",1,Directed
3801,"Melkumyan, Hrant","Esipenko, Andrey",1,Directed
3802,"Esipenko, Andrey","Thilakarathne, GMS.",1,Directed
3803,"Esipenko, Andrey","Sai, Vishwesh C",1,Directed
3804,"Esipenko, Andrey","Li, Wenxiang",1,Directed
3805,"Tabatabaei, Mohammad Amin","Esipenko, Andrey",1,Directed
3806,"Esipenko, Andrey","Kozak, Adam",1,Directed
3807,"Esipenko, Andrey","Agibileg, Uurtsaikh",1,Directed
3808,"Esipenko, Andrey","Zarubitski, Viachaslau",1,Directed
3809,"Gokerkan, Cem Kaan","Esipenko, Andrey",1,Directed
3810,"Esipenko, Andrey","Omorjan, Dejan",1,Directed
3811,"Esipenko, Andrey","Ivannikau, Maksim",1,Directed
3812,"Esipenko, Andrey","Bohus, Adam",1,Directed
3813,"Esipenko, Andrey","Raykov, Stefan",1,Directed
3814,"Esipenko, Andrey","Lobanov, Sergei",1,Directed
3815,"Esipenko, Andrey","Kevlishvili, Robby",1,Directed
3816,"Esipenko, Andrey","Ramasamy, Vikram",1,Directed
3817,"Esipenko, Andrey","Lamblin, Jean",1,Directed
3818,"Esipenko, Andrey","Kandil, Adham",1,Directed
3819,"Esipenko, Andrey","Chylewski, Patryk",1,Directed
3820,"Esipenko, Andrey","Pultinevicius, Paulius",1,Directed
3821,"Esipenko, Andrey","Fakhrutdinov, Timur",1,Directed
3822,"Esipenko, Andrey","Chernikov, Anatoly",1,Directed
3823,"Esipenko, Andrey","Maltsevskaya, Aleksandra",1,Directed
3824,"Bocharov, Dmitry","Esipenko, Andrey",1,Directed
3825,"Esipenko, Andrey","Weetik, Vjacheslav",1,Directed
3826,"Esipenko, Andrey","Gerard, Nicolas",1,Directed
3827,"Dragun, Kamil","Esipenko, Andrey",1,Directed
3828,"Esipenko, Andrey","Nebolsina, Vera",1,Directed
3829,"Esipenko, Andrey","Devallee, Jeremie",1,Directed
3830,"Bluebaum, Matthias","Esipenko, Andrey",1,Directed
3831,"Esipenko, Andrey","Maiorov, Nikita",1,Directed
3832,"Wei, Yi","Esipenko, Andrey",1,Directed
3833,"Petrosian, Tigran L","Esipenko, Andrey",1,Directed
3834,"Esipenko, Andrey","Kulaots, Kaido",1,Directed
3835,"Chigaev, Maksim","Esipenko, Andrey",1,Directed
3836,"Esipenko, Andrey","Gordievsky, Dmitry",1,Directed
3837,"Esipenko, Andrey","Goryachkina, Aleksandra",1,Directed
3838,"Esipenko, Andrey","Alekseenko, Kirill",1,Directed
3839,"Alekseenko, Kirill","Esipenko, Andrey",1,Directed
3840,"Eliseev, Urii","Esipenko, Andrey",1,Directed
3841,"Esipenko, Andrey","Ronka, Erik",1,Directed
3842,"Esipenko, Andrey","Zhou, Qiyu",1,Directed
3843,"Esipenko, Andrey","Sammalvuo, Tapani",1,Directed
3844,"Esipenko, Andrey","Khairullin, Ildar",1,Directed
3845,"Esipenko, Andrey","Popov, Ivan1",1,Directed
3846,"Kryakvin, Dmitry","Esipenko, Andrey",1,Directed
3847,"Gabrielian, Artur","Esipenko, Andrey",1,Directed
3848,"Demchenko, Anton","Esipenko, Andrey",1,Directed
3849,"Esipenko, Andrey","Nie, Xinyang",1,Directed
3850,"Esipenko, Andrey","Zlatin, Alexander",1,Directed
3851,"Esipenko, Andrey","Turar, Dastan",1,Directed
3852,"Esipenko, Andrey","Haase, Pavel",1,Directed
3853,"Esipenko, Andrey","Sahin, Doga Boran",1,Directed
3854,"Esipenko, Andrey","Sahidi, Samir",1,Directed
3855,"Esipenko, Andrey","Teclaf, Pawel",1,Directed
3856,"Esipenko, Andrey","Shubin, Kirill",1,Directed
3857,"Esipenko, Andrey","Ganerdene, Sugar",1,Directed
3858,"Esipenko, Andrey","Pavlov, Danila",1,Directed
3859,"Esipenko, Andrey","Ibrahimli, Murad Sultanali",1,Directed
3860,"Esipenko, Andrey","Peng, Hongchi",1,Directed
3861,"Esipenko, Andrey","Tsapalin, Sergey",1,Directed
3862,"Esipenko, Andrey","Ageichenko, Genadi A",1,Directed
3863,"Lesovoi, Evgenij","Esipenko, Andrey",1,Directed
3864,"Esipenko, Andrey","Markovic, Vojislav",1,Directed
3865,"Esipenko, Andrey","Polyaninov, Aleksey Vladimirovi",1,Directed
3866,"Esipenko, Andrey","Just, Anita",1,Directed
3867,"Esipenko, Andrey","Goldbeck, Lars",1,Directed
3868,"Esipenko, Andrey","Schatz, Dieter",1,Directed
3869,"Stolte, Alexander","Esipenko, Andrey",1,Directed
3870,"Esipenko, Andrey","Bussard, Christian",1,Directed
3871,"Esipenko, Andrey","Henderson de la Fuente, Lance",1,Directed
3872,"Esipenko, Andrey","Kozul, Zdenko",1,Directed
3873,"Esipenko, Andrey","Gazik, Viktor",1,Directed
3874,"Esipenko, Andrey","Sharafiev, Azat",1,Directed
3875,"Levin, Evgeny A","Esipenko, Andrey",1,Directed
3876,"Esipenko, Andrey","Sipila, Vilka",1,Directed
3877,"Esipenko, Andrey","Rjabzev, Konstantin",1,Directed
3878,"Esipenko, Andrey","Shagbazyan, Taron",1,Directed
3879,"Volkov, Sergey","Esipenko, Andrey",1,Directed
3880,"Demkovich, Anatoliy","Esipenko, Andrey",1,Directed
3881,"Esipenko, Andrey","Demianjuk, Alexander",1,Directed
3882,"Bosiocic, Marin","Esipenko, Andrey",1,Directed
3883,"Schroeder, Jan Christian","Esipenko, Andrey",1,Directed
3884,"Esipenko, Andrey","Kersten, Julian",1,Directed
3885,"Rakhmanov, Alexander","Esipenko, Andrey",1,Directed
3886,"Esipenko, Andrey","Wyss, Jonas",1,Directed
3887,"Esipenko, Andrey","Lazarev, Vladimir",1,Directed
3888,"Berkes, Ferenc","Esipenko, Andrey",1,Directed
3889,"Esipenko, Andrey","Khegay, Dmitriy",1,Directed
3890,"Esipenko, Andrey","Faizrakhmanov, Ramil",1,Directed
3891,"Dubov, Daniil","Esipenko, Andrey",1,Directed
3892,"Giri, Anish","Esipenko, Andrey",1,Directed
3893,"Esipenko, Andrey","Yilmaz, Mustafa",1,Directed
3894,"Kuzubov, Yuriy","Esipenko, Andrey",1,Directed
3895,"Esipenko, Andrey","Solak, Dragan",1,Directed
3896,"Parligras, Mircea Emilian","Esipenko, Andrey",1,Directed
3897,"Esipenko, Andrey","Savitskiy, Sergey",1,Directed
3898,"Esipenko, Andrey","Yandemirov, Valeri",1,Directed
3899,"Oparin, Grigoriy","Esipenko, Andrey",1,Directed
3900,"Esipenko, Andrey","Utnasunov, Alexander",1,Directed
3901,"Sevian, Samuel","Esipenko, Andrey",1,Directed
3902,"Esipenko, Andrey","Li, Ruifeng",1,Directed
3903,"Li, Ruifeng","Esipenko, Andrey",1,Directed
3904,"Esipenko, Andrey","Burke, John M",1,Directed
3905,"Esipenko, Andrey","Kotau, Arseni",1,Directed
3906,"Esipenko, Andrey","Gatineau, Yovann",1,Directed
3907,"Esipenko, Andrey","Stoleriu, George",1,Directed
3908,"Esipenko, Andrey","Salemgareev, Tagir",1,Directed
3909,"Esipenko, Andrey","Vrolijk, Liam",1,Directed
3910,"Esipenko, Andrey","Matviishen, Viktor",1,Directed
3911,"Esipenko, Andrey","Kizatbay, Abyl",1,Directed
3912,"Esipenko, Andrey","Nurzhanov, Timur",1,Directed
3913,"Esipenko, Andrey","Rajdeep, Sarkar",1,Directed
3914,"Esipenko, Andrey","Blohberger, Felix",1,Directed
3915,"Esipenko, Andrey","Fahland, Matthias",1,Directed
3916,"Esipenko, Andrey","Moeldner, Juergen",1,Directed
3917,"Esipenko, Andrey","Koch, Yannick",1,Directed
3918,"Esipenko, Andrey","Dann, Matthias",1,Directed
3919,"Mamedyarov, Shakhriyar","Esipenko, Andrey",1,Directed
3920,"Esipenko, Andrey","Rublevsky, Sergei",1,Directed
3921,"Esipenko, Andrey","Maisuradze, Nino",1,Directed
3922,"Esipenko, Andrey","Gaehwiler, Gabriel",1,Directed
3923,"Esipenko, Andrey","Vega Gutierrez, Sabrina Neide",1,Directed
3924,"Navara, David","Esipenko, Andrey",1,Directed
3925,"Esipenko, Andrey","Venkatesh, Marani Rajendran",1,Directed
3926,"Le, Quang Liem","Esipenko, Andrey",1,Directed
3927,"Esipenko, Andrey","Saduakassova, Dinara",1,Directed
3928,"Mamedov, Rauf","Esipenko, Andrey",1,Directed
3929,"Esipenko, Andrey","Mamedov, Rauf",1,Directed
3930,"Esipenko, Andrey","Salomon, Johan",1,Directed
3931,"Sjugirov, Sanan","Esipenko, Andrey",1,Directed
3932,"Esipenko, Andrey","Mikadze, Miranda",1,Directed
3933,"Danielyan, Vahe","Esipenko, Andrey",1,Directed
3934,"Esipenko, Andrey","Yankelevich, Lev",1,Directed
3935,"Esipenko, Andrey","Firat, Burak",1,Directed
3936,"Esipenko, Andrey","Krasenkow, Michal",1,Directed
3937,"Esipenko, Andrey","Palachev, Petr",1,Directed
3938,"Esipenko, Andrey","Shirov, Alexei",1,Directed
3939,"Shirov, Alexei","Esipenko, Andrey",1,Directed
3940,"Esipenko, Andrey","Bezgodov, Alexei",1,Directed
3941,"Alekseev, Evgeny V","Esipenko, Andrey",1,Directed
3942,"Zhou, Jianchao","Esipenko, Andrey",1,Directed
3943,"Esipenko, Andrey","Bykov, Oleg1",1,Directed
3944,"Esipenko, Andrey","Dreev, Alexey",1,Directed
3945,"Esipenko, Andrey","Ungurs, Edgars",1,Directed
3946,"Esipenko, Andrey","Chittka, Julius",1,Directed
3947,"Esipenko, Andrey","Lapshun, Yury",1,Directed
3948,"Esipenko, Andrey","Cruz Lledo, Pablo",1,Directed
3949,"Esipenko, Andrey","Pechac, Jergus",1,Directed
3950,"Esipenko, Andrey","Martinez Fernandez, Adrian",1,Directed
3951,"Esipenko, Andrey","Gual Pascual, Antonio",1,Directed
3952,"Esipenko, Andrey","Aguero Jimenez, Luis Lazaro",1,Directed
3953,"Diermair, Andreas","Esipenko, Andrey",1,Directed
3954,"Esipenko, Andrey","Cruz, Jonathan",1,Directed
3955,"Esipenko, Andrey","Vaibhav, Suri",1,Directed
3956,"Esipenko, Andrey","Hollan, Martin",1,Directed
3957,"Makhnev, Denis","Esipenko, Andrey",1,Directed
3958,"Esipenko, Andrey","Zrikem, Nassim",1,Directed
3959,"Esipenko, Andrey","Ozen, Deniz",1,Directed
3960,"Esipenko, Andrey","Tang, Andrew",1,Directed
3961,"Esipenko, Andrey","Barseghyan, Harutyun",1,Directed
3962,"Esipenko, Andrey","Gavrilescu, David",1,Directed
3963,"Esipenko, Andrey","Maghsoodloo, Parham",1,Directed
3964,"Maghsoodloo, Parham","Esipenko, Andrey",1,Directed
3965,"Esipenko, Andrey","O'Gorman, Tom",1,Directed
3966,"Esipenko, Andrey","Golikov, Daniil",1,Directed
3967,"Esipenko, Andrey","Olsen, Filip Boe",1,Directed
3968,"Esipenko, Andrey","Schitco, Ivan",1,Directed
3969,"Engel, Luis","Esipenko, Andrey",1,Directed
3970,"Esipenko, Andrey","Semjonovs, Ilja",1,Directed
3971,"Esipenko, Andrey","Vlachos, Anatole",1,Directed
3972,"Esipenko, Andrey","Can, Isik",1,Directed
3973,"Esipenko, Andrey","Leko, Peter",1,Directed
3974,"Esipenko, Andrey","Gelfand, Boris",1,Directed
3975,"Esipenko, Andrey","Korobov, Anton",1,Directed
3976,"Esipenko, Andrey","Van Foreest, Lucas",1,Directed
3977,"Bareev, Evgeny","Esipenko, Andrey",1,Directed
3978,"Esipenko, Andrey","Dai, Changren",1,Directed
3979,"Esipenko, Andrey","Gagare, Shardul",1,Directed
3980,"Esipenko, Andrey","Murzin, Volodar",1,Directed
3981,"Golubka, Petr","Esipenko, Andrey",1,Directed
3982,"Esipenko, Andrey","Badelka, Olga",1,Directed
3983,"Esipenko, Andrey","Belyakov, Bogdan",1,Directed
3984,"Esipenko, Andrey","Arizmendi Martinez, Julen Luis",1,Directed
3985,"Esipenko, Andrey","Kovalenko, Igor",1,Directed
3986,"Artemiev, Vladislav","Esipenko, Andrey",1,Directed
3987,"Esipenko, Andrey","Lin, Yi1",1,Directed
3988,"Esipenko, Andrey","Grewenig, Jan",1,Directed
3989,"Esipenko, Andrey","Barzen, Pascal",1,Directed
3990,"Esipenko, Andrey","Kramer, Julian",1,Directed
3991,"Esipenko, Andrey","Carow, Johannes",1,Directed
3992,"Esipenko, Andrey","Admiraal, Miguoel",1,Directed
3993,"Pershin, Denis","Esipenko, Andrey",1,Directed
3994,"Esipenko, Andrey","Tsydypov, Zhamsaran",1,Directed
3995,"Matlakov, Maxim","Esipenko, Andrey",1,Directed
3996,"Esipenko, Andrey","Gochelashvili, David",1,Directed
3997,"Stupak, Kirill","Esipenko, Andrey",1,Directed
3998,"Esipenko, Andrey","Stupak, Kirill",1,Directed
3999,"Esipenko, Andrey","Eraschenkov, Denis",1,Directed
4000,"Esipenko, Andrey","Makoveev, Ilya",1,Directed
4001,"Jakovenko, Dmitrij","Esipenko, Andrey",1,Directed
4002,"Fedoseev, Vladimir1","Esipenko, Andrey",1,Directed
4003,"Esipenko, Andrey","Vlasenko, Miroslav",1,Directed
4004,"Esipenko, Andrey","Triapishko, Alexandr",1,Directed
4005,"Esipenko, Andrey","Akdogan, Alperen",1,Directed
4006,"Esipenko, Andrey","Tanriverdi, Enes",1,Directed
4007,"Esipenko, Andrey","Eren, Ataberk",1,Directed
4008,"Esipenko, Andrey","Sevgi, Volkan",1,Directed
4009,"Esipenko, Andrey","Kamer, Kayra",1,Directed
4010,"Esipenko, Andrey","Injac, Teodora",1,Directed
4011,"Esipenko, Andrey","Pranav, Anand",1,Directed
4012,"Esipenko, Andrey","Soumya, Swaminathan",1,Directed
4013,"Esipenko, Andrey","Sanal, Vahap",1,Directed
4014,"Esipenko, Andrey","Maljush, Andrej",1,Directed
4015,"Esipenko, Andrey","Teterev, Vitaly",1,Directed
4016,"Esipenko, Andrey","Jojua, Davit",1,Directed
4017,"Esipenko, Andrey","Delemarre, Jop",1,Directed
4018,"Esipenko, Andrey","Genba, Vladimir",1,Directed
4019,"Esipenko, Andrey","Ponomariov, Ruslan",1,Directed
4020,"Svidler, Peter","Esipenko, Andrey",1,Directed
4021,"Wang, Hao","Esipenko, Andrey",1,Directed
4022,"Esipenko, Andrey","Houska, Jovanka",1,Directed
4023,"Aronian, Levon","Esipenko, Andrey",1,Directed
4024,"Esipenko, Andrey","Cramling, Pia",1,Directed
4025,"Amin, Bassem","Esipenko, Andrey",1,Directed
4026,"Esipenko, Andrey","Ushenina, Anna",1,Directed
4027,"Esipenko, Andrey","Jones, Gawain C B",1,Directed
4028,"Jones, Gawain C B","Esipenko, Andrey",1,Directed
4029,"Esipenko, Andrey","Harff, Marcel",1,Directed
4030,"Esipenko, Andrey","Parkhov, Yair",1,Directed
4031,"Esipenko, Andrey","Kosic, Dragan",1,Directed
4032,"Esipenko, Andrey","Sadikhov, Ulvi Ramil Oglu",1,Directed
4033,"Esipenko, Andrey","Xu, Yinglun",1,Directed
4034,"Esipenko, Andrey","Xu, Xiangyu",1,Directed
4035,"Esipenko, Andrey","Lu, Shanglei",1,Directed
4036,"Esipenko, Andrey","Padmini, Rout",1,Directed
4037,"Esipenko, Andrey","Girya, Olga",1,Directed
4038,"Esipenko, Andrey","Ali Marandi, Cemil Can",1,Directed
4039,"Esipenko, Andrey","Basso, Pier Luigi",1,Directed
4040,"Esipenko, Andrey","Cheparinov, Ivan",1,Directed
4041,"Esipenko, Andrey","Piorun, Kacper",1,Directed
4042,"Esipenko, Andrey","Derakhshani, Borna",1,Directed
4043,"Esipenko, Andrey","Kriebel, Tadeas",1,Directed
4044,"Abasov, Nijat Azad","Esipenko, Andrey",1,Directed
4045,"Esipenko, Andrey","Abasov, Nijat Azad",1,Directed
4046,"Esipenko, Andrey","Cernousek, Lukas",1,Directed
4047,"Esipenko, Andrey","Najer, Evgeniy",1,Directed
4048,"Najer, Evgeniy","Esipenko, Andrey",1,Directed
4049,"Liang, Awonder","Esipenko, Andrey",1,Directed
4050,"Esipenko, Andrey","Lintchevski, Daniil",1,Directed
4051,"Esipenko, Andrey","Pridorozhni, Aleksei",1,Directed
4052,"Esipenko, Andrey","Kardashevskiy, Evgeny",1,Directed
4053,"Esipenko, Andrey","Sakaev, Konstantin",1,Directed
4054,"Esipenko, Andrey","Gaifullin, Artur",1,Directed
4055,"Esipenko, Andrey","Makarian, Rudik",1,Directed
4056,"Esipenko, Andrey","Goganov, Aleksey",1,Directed
4057,"Nepomniachtchi, Ian","Esipenko, Andrey",1,Directed
4058,"Esipenko, Andrey","Wojtaszek, Radoslaw",1,Directed
4059,"Esipenko, Andrey","Anton Guijarro, David",1,Directed
4060,"Tari, Aryan","Esipenko, Andrey",1,Directed
4061,"Esipenko, Andrey","Donchenko, Alexander",1,Directed
4062,"Donchenko, Alexander","Esipenko, Andrey",1,Directed
4063,"Esipenko, Andrey","Usmanov, Vasily",1,Directed
4064,"Esipenko, Andrey","Kobalia, Mihail",1,Directed
4065,"Esipenko, Andrey","Antipov, Mikhail Al",1,Directed
4066,"Esipenko, Andrey","Urkedal, Frode Olav Olsen",1,Directed
4067,"Esipenko, Andrey","Shimanov, Aleksandr",1,Directed
4068,"Esipenko, Andrey","Nguyen, Thai Dai Van",1,Directed
4069,"Esipenko, Andrey","Llobel Cortell, Enrique",1,Directed
4070,"Esipenko, Andrey","Dudin, Gleb",1,Directed
4071,"Esipenko, Andrey","Malakhov, Vladimir",1,Directed
4072,"Esipenko, Andrey","Kelires, Andreas",1,Directed
4073,"Esipenko, Andrey","Plat, Vojtech",1,Directed
4074,"Lagarde, Maxime","Esipenko, Andrey",1,Directed
4075,"Esipenko, Andrey","Haria, Ravi",1,Directed
4076,"Esipenko, Andrey","Nigmatov, Ortik",1,Directed
