,Source,Target,Weight,Type
1625,"Erigaisi, Arjun Kumar","Dudin, Gleb",1,Directed
1626,"Erigaisi, Arjun Kumar","Sankalp, Gupta",1,Directed
1627,"Erigaisi, Arjun Kumar","Barrish, Daniel",1,Directed
1628,"Erigaisi, Arjun Kumar","Can, Isik",1,Directed
1629,"Martinez Alcantara, Jose Eduardo","Erigaisi, Arjun Kumar",1,Directed
1630,"Erigaisi, Arjun Kumar","Gaehwiler, Gabriel",1,Directed
1631,"Ter Sahakyan, Samvel","Erigaisi, Arjun Kumar",1,Directed
1632,"Sonis, Francesco","Erigaisi, Arjun Kumar",1,Directed
1633,"Erigaisi, Arjun Kumar","Loiacono, Antonio",1,Directed
1634,"Erigaisi, Arjun Kumar","Rathore, Sonakshi",1,Directed
1635,"Rupesh, Ranjan","Erigaisi, Arjun Kumar",1,Directed
1636,"Erigaisi, Arjun Kumar","Anadkat, Kartavya",1,Directed
1637,"Erigaisi, Arjun Kumar","Narayanan, Srinath",1,Directed
1638,"Narayanan, Srinath","Erigaisi, Arjun Kumar",1,Directed
1639,"Badelka, Olga","Erigaisi, Arjun Kumar",1,Directed
1640,"Erigaisi, Arjun Kumar","Gokerkan, Cem Kaan",1,Directed
1641,"Erigaisi, Arjun Kumar","Martirosyan, Haik M",1,Directed
1642,"Erigaisi, Arjun Kumar","Indjic, Aleksandar",1,Directed
1643,"Erigaisi, Arjun Kumar","Neelotpal, Das",1,Directed
1644,"Erigaisi, Arjun Kumar","Chowdhury, Sohel",1,Directed
1645,"Erigaisi, Arjun Kumar","Abu Sufian, Sakil",1,Directed
1646,"Erigaisi, Arjun Kumar","Md, Matiur Rahman",1,Directed
1647,"Erigaisi, Arjun Kumar","Hamid, Rani",1,Directed
1648,"Erigaisi, Arjun Kumar","Subhayan, Kundu",1,Directed
1649,"Erigaisi, Arjun Kumar","Zia, Tahsin Tajwar",1,Directed
1650,"Erigaisi, Arjun Kumar","Sarenac, David",1,Directed
1651,"Erigaisi, Arjun Kumar","Rozen, Eytan",1,Directed
1652,"Erigaisi, Arjun Kumar","Schreiner, Peter",1,Directed
1653,"Erigaisi, Arjun Kumar","Lazov, Toni",1,Directed
1654,"Kovalenko, Igor","Erigaisi, Arjun Kumar",1,Directed
1655,"Erigaisi, Arjun Kumar","Blohberger, Felix",1,Directed
1656,"Erigaisi, Arjun Kumar","Nenezic, Marko",1,Directed
1657,"Erigaisi, Arjun Kumar","Varshini, Veileven",1,Directed
1658,"Erigaisi, Arjun Kumar","Ramoutar, Alan Safar",1,Directed
1659,"Erigaisi, Arjun Kumar","Agibileg, Uurtsaikh",1,Directed
1660,"Erigaisi, Arjun Kumar","Gavrilescu, David",1,Directed
1661,"Dardha, Daniel","Erigaisi, Arjun Kumar",1,Directed
1662,"Erigaisi, Arjun Kumar","Dardha, Daniel",1,Directed
1663,"Erigaisi, Arjun Kumar","Romano, Luis Miguel Pereira",1,Directed
1664,"Erigaisi, Arjun Kumar","Delgado Ramirez, Neuris",1,Directed
1665,"Erigaisi, Arjun Kumar","Plazuelo Pascual, Juan",1,Directed
1666,"Erigaisi, Arjun Kumar","Ferreira, Jorge Viterbo",1,Directed
1667,"Erigaisi, Arjun Kumar","Rakhmangulova, Anastasiya",1,Directed
1668,"Salem, AR Saleh","Erigaisi, Arjun Kumar",1,Directed
1669,"Erigaisi, Arjun Kumar","Salem, AR Saleh",1,Directed
1670,"Erigaisi, Arjun Kumar","Pahud, Cedric",1,Directed
1671,"Erigaisi, Arjun Kumar","Papadiamandis, Elliot",1,Directed
1672,"Erdos, Viktor","Erigaisi, Arjun Kumar",1,Directed
1673,"Erigaisi, Arjun Kumar","Tahay, Alexis",1,Directed
1674,"Tahay, Alexis","Erigaisi, Arjun Kumar",1,Directed
1675,"Erigaisi, Arjun Kumar","Vaishali, Ramesh Babu",1,Directed
1676,"Erigaisi, Arjun Kumar","Chigaev, Maksim",1,Directed
1677,"Erigaisi, Arjun Kumar","Stremavicius, Pijus",1,Directed
1678,"Erigaisi, Arjun Kumar","Berzinsh, Roland",1,Directed
1679,"Erigaisi, Arjun Kumar","Plotkin, Mark",1,Directed
1680,"Erigaisi, Arjun Kumar","Visakh, Narayanan Rajeswari",1,Directed
1681,"Visakh, Narayanan Rajeswari","Erigaisi, Arjun Kumar",1,Directed
1682,"Laurusas, Tomas","Erigaisi, Arjun Kumar",1,Directed
1683,"Erigaisi, Arjun Kumar","Morato Tent, Francisco",1,Directed
1684,"Erigaisi, Arjun Kumar","Sande Edreira, Jose Antonio",1,Directed
1685,"Erigaisi, Arjun Kumar","Doshi, Moksh Amitbhai",1,Directed
1686,"Erigaisi, Arjun Kumar","Jogstad, Martin",1,Directed
1687,"Erigaisi, Arjun Kumar","Suarez Gomez, Julio",1,Directed
1688,"Erigaisi, Arjun Kumar","Csonka, Balazs",1,Directed
1689,"Erigaisi, Arjun Kumar","Pulvett Marin, Daniel Eduardo",1,Directed
1690,"Erigaisi, Arjun Kumar","De Ruiter, Danny",1,Directed
1691,"Erigaisi, Arjun Kumar","Ingunza Curro, Andres",1,Directed
1692,"Erigaisi, Arjun Kumar","Lamard, Guillaume",1,Directed
1693,"Erigaisi, Arjun Kumar","Farahat, Ali",1,Directed
1694,"Erigaisi, Arjun Kumar","Fawzy, Adham",1,Directed
1695,"Erigaisi, Arjun Kumar","Can, Emre",1,Directed
1696,"Erigaisi, Arjun Kumar","Asadli, Vugar Afgan Oglu",1,Directed
1697,"Erigaisi, Arjun Kumar","Alaverdyan, Gevorg",1,Directed
1698,"Erigaisi, Arjun Kumar","Bharath, Subramaniyam H",1,Directed
1699,"Quparadze, Giga","Erigaisi, Arjun Kumar",1,Directed
1700,"Erigaisi, Arjun Kumar","Shahinyan, David",1,Directed
1701,"Hakobyan, Aram","Erigaisi, Arjun Kumar",1,Directed
1702,"Erigaisi, Arjun Kumar","Nitish, Belurkar",1,Directed
1703,"Erigaisi, Arjun Kumar","Raja, Rithvik R",1,Directed
1704,"Erigaisi, Arjun Kumar","Muradli, Mahammad",1,Directed
1705,"Erigaisi, Arjun Kumar","Jumabayev, Rinat",1,Directed
1706,"Erigaisi, Arjun Kumar","Rohit, Krishna S",1,Directed
1707,"Erigaisi, Arjun Kumar","Sengupta, Deep",1,Directed
1708,"Erigaisi, Arjun Kumar","Sadhwani, Raunak",1,Directed
1709,"Erigaisi, Arjun Kumar","Anton Guijarro, David",1,Directed
1710,"Anton Guijarro, David","Erigaisi, Arjun Kumar",1,Directed
1711,"Erigaisi, Arjun Kumar","Masango, Spencer",1,Directed
1712,"Erigaisi, Arjun Kumar","Mastrovasilis, Athanasios",1,Directed
1713,"Erigaisi, Arjun Kumar","Parligras, Mircea Emilian",1,Directed
1714,"Erigaisi, Arjun Kumar","Mekhitarian, Krikor Sevag",1,Directed
1715,"Erigaisi, Arjun Kumar","Dominguez Perez, Leinier",1,Directed
1716,"Erigaisi, Arjun Kumar","Aronian, Levon",1,Directed
1717,"Aronian, Levon","Erigaisi, Arjun Kumar",1,Directed
1718,"Rapport, Richard","Erigaisi, Arjun Kumar",1,Directed
1719,"Erigaisi, Arjun Kumar","Wojtaszek, Radoslaw",1,Directed
1720,"Erigaisi, Arjun Kumar","Shankland, Samuel L",1,Directed
1721,"Duda, Jan Krzysztof","Erigaisi, Arjun Kumar",1,Directed
1722,"Erigaisi, Arjun Kumar","Mamedyarov, Shakhriyar",1,Directed
1723,"Erigaisi, Arjun Kumar","Ju, Wenjun",1,Directed
1724,"Erigaisi, Arjun Kumar","Xiong, Jeffery",1,Directed
1725,"Xiong, Jeffery","Erigaisi, Arjun Kumar",1,Directed
1726,"Erigaisi, Arjun Kumar","Radjabov, Teimour",1,Directed
1727,"Korobov, Anton","Erigaisi, Arjun Kumar",1,Directed
1728,"Erigaisi, Arjun Kumar","Abasov, Nijat Azad",1,Directed
1729,"Erigaisi, Arjun Kumar","Vocaturo, Daniele",1,Directed
1730,"Donchenko, Alexander","Erigaisi, Arjun Kumar",1,Directed
1731,"Erigaisi, Arjun Kumar","Le Hetet, Nicolas",1,Directed
1732,"Erigaisi, Arjun Kumar","Kulaots, Kaido",1,Directed
1733,"Erigaisi, Arjun Kumar","Kadric, Denis",1,Directed
1734,"Erigaisi, Arjun Kumar","Aryan, Chopra",1,Directed
1735,"Erigaisi, Arjun Kumar","Shirov, Alexei",1,Directed
1736,"Erigaisi, Arjun Kumar","Aguado Doncel, Pablo Luis",1,Directed
1737,"Erigaisi, Arjun Kumar","Alinasab, Mobina",1,Directed
1738,"Erigaisi, Arjun Kumar","Cuenca Jimenez, Jose Fernando",1,Directed
1739,"Sargsyan, Shant","Erigaisi, Arjun Kumar",1,Directed
1740,"Erigaisi, Arjun Kumar","Romanishin, Oleg M",1,Directed
1741,"Erigaisi, Arjun Kumar","Sieber, Fiona",1,Directed
1742,"Erigaisi, Arjun Kumar","Kaasen, Tor Fredrik",1,Directed
1743,"Erigaisi, Arjun Kumar","Nigmatov, Ortik",1,Directed
1744,"Erigaisi, Arjun Kumar","Jain, Kushagra",1,Directed
1745,"Erigaisi, Arjun Kumar","Shyam, Nikil P",1,Directed
1746,"Shyam, Nikil P","Erigaisi, Arjun Kumar",1,Directed
1747,"Harsha, Bharathakoti","Erigaisi, Arjun Kumar",1,Directed
1748,"Erigaisi, Arjun Kumar","Srijit, Paul",1,Directed
1749,"Erigaisi, Arjun Kumar","Ahmed, Sk Nasir",1,Directed
1750,"Erigaisi, Arjun Kumar","Alam, Md Monjur",1,Directed
1751,"Erigaisi, Arjun Kumar","Shyam, Sundar M",1,Directed
1752,"Erigaisi, Arjun Kumar","Srimanarayana, AKS.",1,Directed
1753,"Erigaisi, Arjun Kumar","Ayush, Sharma",1,Directed
1754,"Erigaisi, Arjun Kumar","Das, Sayantan",1,Directed
1755,"Erigaisi, Arjun Kumar","Ravi, Teja Sanka",1,Directed
1756,"Erigaisi, Arjun Kumar","Pranav, V.",1,Directed
1757,"Erigaisi, Arjun Kumar","Warmerdam, Max",1,Directed
1758,"Erigaisi, Arjun Kumar","Vogel, Roven",1,Directed
1759,"Erigaisi, Arjun Kumar","Murzin, Volodar",1,Directed
1760,"Erigaisi, Arjun Kumar","Ganguly, Surya Shekhar",1,Directed
1761,"Erigaisi, Arjun Kumar","Bjerre, Jonas Buhl",1,Directed
1762,"Erigaisi, Arjun Kumar","Zhu, Jiner",1,Directed
1763,"Erigaisi, Arjun Kumar","Maurizzi, Marc Andria",1,Directed
1764,"Erigaisi, Arjun Kumar","Rajarishi, Karthi",1,Directed
1765,"Erigaisi, Arjun Kumar","Santarius, Erik F",1,Directed
1766,"Erigaisi, Arjun Kumar","Boyer, Mahel",1,Directed
1767,"Erigaisi, Arjun Kumar","Nestorovic, Nikola",1,Directed
1768,"Puranik, Abhimanyu Sameer","Erigaisi, Arjun Kumar",1,Directed
1769,"Erigaisi, Arjun Kumar","Vasquez Schroder, Rodrigo Rafael",1,Directed
1770,"Erigaisi, Arjun Kumar","Cadilhac, Igor Tokuichi Kikuc",1,Directed
1771,"Erigaisi, Arjun Kumar","Ayats Llobera, Gerard",1,Directed
1772,"Erigaisi, Arjun Kumar","Arizmendi Martinez, Julen Luis",1,Directed
1773,"Erigaisi, Arjun Kumar","Krzyzanowski, Marcin",1,Directed
1774,"Keymer, Vincent","Strauss, Florian",1,Directed
1775,"Keymer, Vincent","Akcapinar, Timur",1,Directed
1776,"Keymer, Vincent","Oezyar, Arin",1,Directed
1777,"Keymer, Vincent","Jiang, Philipp",1,Directed
1778,"Keymer, Vincent","Mueller, Riyanna",1,Directed
1779,"Keymer, Vincent","Sjugirov, Sanan",1,Directed
1780,"Le, Quang Liem","Keymer, Vincent",1,Directed
1781,"Mareco, Sandro","Keymer, Vincent",1,Directed
1782,"Piorun, Kacper","Keymer, Vincent",1,Directed
1783,"Keymer, Vincent","Piorun, Kacper",1,Directed
1784,"Keymer, Vincent","Blohberger, Felix",1,Directed
1785,"Keymer, Vincent","Hoenig, Alexander",1,Directed
1786,"Keymer, Vincent","Smeets, Jan",1,Directed
1787,"Keymer, Vincent","Junge, Ralph",1,Directed
1788,"Keymer, Vincent","Sabatier, Mathis",1,Directed
1789,"Keymer, Vincent","Degardin, Sylvain",1,Directed
1790,"Keymer, Vincent","Di Nicolantonio, Lucas",1,Directed
1791,"Keymer, Vincent","Laurent Paoli, Pierre",1,Directed
1792,"Bauer, Christian","Keymer, Vincent",1,Directed
1793,"Keymer, Vincent","Travadon, Loic",1,Directed
1794,"Keymer, Vincent","Malakhatko, Vadim",1,Directed
1795,"Eljanov, Pavel","Keymer, Vincent",1,Directed
1796,"Abdusattorov, Nodirbek","Keymer, Vincent",1,Directed
1797,"Keymer, Vincent","Saduakassova, Dinara",1,Directed
1798,"Keymer, Vincent","Grandelius, Nils",1,Directed
1799,"Keymer, Vincent","Benkovic, Petar",1,Directed
1800,"Keymer, Vincent","Klimkowski, Jan",1,Directed
1801,"Belenkaya, Dina","Keymer, Vincent",1,Directed
1802,"Keymer, Vincent","Mikaelyan, Arman",1,Directed
1803,"Keymer, Vincent","Maiorov, Nikita",1,Directed
1804,"Keymer, Vincent","Kobo, Ori",1,Directed
1805,"Keymer, Vincent","Mikhalevski, Victor",1,Directed
1806,"Keymer, Vincent","Lazavik, Denis",1,Directed
1807,"Keymer, Vincent","Patrelakis, Evaggelos",1,Directed
1808,"Kovalenko, Igor","Keymer, Vincent",1,Directed
1809,"Keymer, Vincent","Tobak, Mikhail",1,Directed
1810,"Keymer, Vincent","Kalezic, Blazo",1,Directed
1811,"Keymer, Vincent","Voit, Daria",1,Directed
1812,"Keymer, Vincent","Buhmann, Rainer",1,Directed
1813,"Keymer, Vincent","Kovalev, Vladislav",1,Directed
1814,"Kovalev, Vladislav","Keymer, Vincent",1,Directed
1815,"Sargissian, Gabriel","Keymer, Vincent",1,Directed
1816,"Keymer, Vincent","Anton Guijarro, David",1,Directed
1817,"Adams, Michael","Keymer, Vincent",1,Directed
1818,"Keymer, Vincent","Naiditsch, Arkadij",1,Directed
1819,"Naiditsch, Arkadij","Keymer, Vincent",1,Directed
1820,"Harikrishna, Pentala","Keymer, Vincent",1,Directed
1821,"Keymer, Vincent","Studer, Noel",1,Directed
1822,"Edouard, Romain","Keymer, Vincent",1,Directed
1823,"Keymer, Vincent","Werle, Jan",1,Directed
1824,"Werle, Jan","Keymer, Vincent",1,Directed
1825,"Keymer, Vincent","Piceu, Tom",1,Directed
1826,"Keymer, Vincent","Jakubowski, Krzysztof",1,Directed
1827,"Keymer, Vincent","Parvanyan, Ashot",1,Directed
1828,"Keymer, Vincent","Ruperez Benito, Antonio",1,Directed
1829,"Bazeev, German","Keymer, Vincent",1,Directed
1830,"Can, Isik","Keymer, Vincent",1,Directed
1831,"Keymer, Vincent","Koc, Przemyslaw",1,Directed
1832,"Keymer, Vincent","Neuman, Petr",1,Directed
1833,"Keymer, Vincent","Krallis, Christos",1,Directed
1834,"Keymer, Vincent","Yatzenko, Anton",1,Directed
1835,"Keymer, Vincent","Gavrilescu, David",1,Directed
1836,"Moranda, Wojciech","Keymer, Vincent",1,Directed
1837,"Gunnarsson, Arnar","Keymer, Vincent",1,Directed
1838,"Keymer, Vincent","Rasik, Vitezslav",1,Directed
1839,"Laznicka, Viktor","Keymer, Vincent",1,Directed
1840,"Kollars, Dmitrij","Keymer, Vincent",1,Directed
1841,"Keymer, Vincent","Kamsky, Gata",1,Directed
1842,"Kamsky, Gata","Keymer, Vincent",1,Directed
1843,"Keymer, Vincent","Bartel, Mateusz",1,Directed
1844,"Nihal, Sarin","Keymer, Vincent",1,Directed
1845,"Gelfand, Boris","Keymer, Vincent",1,Directed
1846,"Keymer, Vincent","Pichot, Alan",1,Directed
1847,"Alekseenko, Kirill","Keymer, Vincent",1,Directed
1848,"Keymer, Vincent","Lagarde, Maxime",1,Directed
1849,"Keymer, Vincent","Player, Edmund C",1,Directed
1850,"Keymer, Vincent","Loiseau, Quentin",1,Directed
1851,"Sarana, Alexey","Keymer, Vincent",1,Directed
1852,"Keymer, Vincent","Sarana, Alexey",1,Directed
1853,"Keymer, Vincent","Saraci, Nderim",1,Directed
1854,"Keymer, Vincent","Vogel, Roven",1,Directed
1855,"Keymer, Vincent","Gajewski, Grzegorz",1,Directed
1856,"Keymer, Vincent","Navara, David",1,Directed
1857,"Keymer, Vincent","Vocaturo, Daniele",1,Directed
1858,"Van Foreest, Jorden","Keymer, Vincent",1,Directed
1859,"Bjerre, Jonas Buhl","Keymer, Vincent",1,Directed
1860,"Keymer, Vincent","Martirosyan, Haik M",1,Directed
1861,"Keymer, Vincent","Tisaj, Domen",1,Directed
1862,"Keymer, Vincent","Georgiadis, Nico",1,Directed
1863,"Keymer, Vincent","Kempinski, Robert",1,Directed
1864,"Keymer, Vincent","Luch, Michal",1,Directed
1865,"Keymer, Vincent","Lupulescu, Constantin",1,Directed
1866,"Pechac, Jergus","Keymer, Vincent",1,Directed
1867,"Tomczak, Jacek","Keymer, Vincent",1,Directed
1868,"Keymer, Vincent","Koelle, Tobias",1,Directed
1869,"Keymer, Vincent","Braun, Arik",1,Directed
1870,"Keymer, Vincent","Engel, Luis",1,Directed
1871,"Keymer, Vincent","Svane, Rasmus",1,Directed
1872,"Keymer, Vincent","Rosner, Jonas",1,Directed
1873,"Keymer, Vincent","Baburin, Alexander",1,Directed
1874,"Keymer, Vincent","Subelj, Jan",1,Directed
1875,"Subelj, Jan","Keymer, Vincent",1,Directed
1876,"Keymer, Vincent","Laurusas, Tomas",1,Directed
1877,"Keymer, Vincent","Boruchovsky, Avital",1,Directed
1878,"Keymer, Vincent","Hracek, Zbynek",1,Directed
1879,"Keymer, Vincent","Sasikiran, Krishnan",1,Directed
1880,"Keymer, Vincent","Michalik, Peter",1,Directed
1881,"Keymer, Vincent","Warmerdam, Max",1,Directed
1882,"Keymer, Vincent","Braeuer, Franz",1,Directed
1883,"Keymer, Vincent","Stern, Rene",1,Directed
1884,"Stern, Rene","Keymer, Vincent",1,Directed
1885,"Keymer, Vincent","Haria, Ravi",1,Directed
1886,"Keymer, Vincent","Seel, Christian",1,Directed
1887,"Keymer, Vincent","Dubov, Daniil",1,Directed
1888,"Mamedyarov, Shakhriyar","Keymer, Vincent",1,Directed
1889,"Keymer, Vincent","Dominguez Perez, Leinier",1,Directed
1890,"Aronian, Levon","Keymer, Vincent",1,Directed
1891,"Keymer, Vincent","Kopp, Peter",1,Directed
1892,"Keymer, Vincent","Roesch, Mario",1,Directed
1893,"Danin, Alexandre","Keymer, Vincent",1,Directed
1894,"Keymer, Vincent","Commercon, Simon",1,Directed
1895,"Commercon, Simon","Keymer, Vincent",1,Directed
1896,"Kunin, Vitaly L","Keymer, Vincent",1,Directed
1897,"Wanie, Karsten","Keymer, Vincent",1,Directed
1898,"Keymer, Vincent","Ngo, Minh Duc",1,Directed
1899,"Urban, Konstantin","Keymer, Vincent",1,Directed
1900,"Keymer, Vincent","Ramien, David",1,Directed
1901,"Keymer, Vincent","Schroeder, Kevin",1,Directed
1902,"Keymer, Vincent","Uksini, Bardhyl",1,Directed
1903,"Keymer, Vincent","Morozov, Nichita",1,Directed
1904,"Keymer, Vincent","Kiss, Balint",1,Directed
1905,"Keymer, Vincent","Gumularz, Szymon",1,Directed
1906,"Reshef, Omer","Keymer, Vincent",1,Directed
1907,"Korpa, Bence","Keymer, Vincent",1,Directed
1908,"Pulpan, Jakub","Keymer, Vincent",1,Directed
1909,"Keymer, Vincent","Peczely, Sebastian Zsombor",1,Directed
1910,"Keymer, Vincent","Bassetti, Danilo",1,Directed
1911,"Keymer, Vincent","Chekletsov, Ilya",1,Directed
1912,"Keymer, Vincent","Bogumil, Tatiana",1,Directed
1913,"Keymer, Vincent","Teske, Henrik",1,Directed
1914,"Kociscak, Jiri","Keymer, Vincent",1,Directed
1915,"Chkhaidze, Nikoloz","Keymer, Vincent",1,Directed
1916,"Keymer, Vincent","Gevorgyan, Irina",1,Directed
1917,"Philippe, Christophe","Keymer, Vincent",1,Directed
1918,"Keymer, Vincent","Hammes, Michael",1,Directed
1919,"Keymer, Vincent","Dauenheimer, Torsten",1,Directed
1920,"Keymer, Vincent","Perske, Thore",1,Directed
1921,"Keymer, Vincent","Micottis, Dorian",1,Directed
1922,"Keymer, Vincent","Frischmann, Rick",1,Directed
1923,"Krivonosov, Oleg","Keymer, Vincent",1,Directed
1924,"Kramer, Julian","Keymer, Vincent",1,Directed
1925,"Keymer, Vincent","Hoffmann, Tim",1,Directed
1926,"Keymer, Vincent","Gretz, Denis",1,Directed
1927,"Keymer, Vincent","Nilsen, Tobias Lang",1,Directed
1928,"Keymer, Vincent","Huang, Andy",1,Directed
1929,"Keymer, Vincent","Wang, Wesley",1,Directed
1930,"Budisavljevic, Luka","Keymer, Vincent",1,Directed
1931,"Keymer, Vincent","Kacharava, Nikoloz",1,Directed
1932,"Keymer, Vincent","Vettese, Nicholas",1,Directed
1933,"Keymer, Vincent","Geshko, Aleksey",1,Directed
1934,"Liang, Awonder","Keymer, Vincent",1,Directed
1935,"Keymer, Vincent","Zuferi, Enis",1,Directed
1936,"Keymer, Vincent","Dorst, Johannes",1,Directed
1937,"Hilverda, Alexander","Keymer, Vincent",1,Directed
1938,"Keymer, Vincent","Fuellgrabe, Thomas",1,Directed
1939,"Keymer, Vincent","Bastian, Herbert",1,Directed
1940,"Keymer, Vincent","Reschke, Thomas",1,Directed
1941,"Kalinin, Oleksandr","Keymer, Vincent",1,Directed
1942,"Keymer, Vincent","Arnold, Max",1,Directed
1943,"Keymer, Vincent","Mueller, Constantin",1,Directed
1944,"Keymer, Vincent","Kourousis, Epaminondas",1,Directed
1945,"Demuth, Adrien","Keymer, Vincent",1,Directed
1946,"Gaehwiler, Gabriel","Keymer, Vincent",1,Directed
1947,"Vuilleumier, Alexandre","Keymer, Vincent",1,Directed
1948,"Bluebaum, Matthias","Keymer, Vincent",1,Directed
1949,"Hera, Imre Jr","Keymer, Vincent",1,Directed
1950,"Froewis, Georg","Keymer, Vincent",1,Directed
1951,"Gledura, Benjamin","Keymer, Vincent",1,Directed
1952,"Loetscher, Roland","Keymer, Vincent",1,Directed
1953,"Keymer, Vincent","Marzaduri, Riccardo",1,Directed
1954,"Keymer, Vincent","Stigar, Petter",1,Directed
1955,"Keymer, Vincent","Stanec, Nikolaus",1,Directed
1956,"Keymer, Vincent","Arkell, Keith C",1,Directed
1957,"Keymer, Vincent","Hertneck, Gerald",1,Directed
1958,"Fritsche, Lutz","Keymer, Vincent",1,Directed
1959,"Keymer, Vincent","Dausch, Rene",1,Directed
1960,"Keymer, Vincent","Muller, Etienne",1,Directed
1961,"Keymer, Vincent","Hermann, Thomas",1,Directed
1962,"Keymer, Vincent","Kardoeus, David",1,Directed
1963,"Keymer, Vincent","Beeck, Mats",1,Directed
1964,"Keymer, Vincent","Gschnitzer, Adrian",1,Directed
1965,"Keymer, Vincent","Schnabel, Bennett",1,Directed
1966,"Keymer, Vincent","Nguyen, Huy Dat",1,Directed
1967,"Keymer, Vincent","Mann, Johannes",1,Directed
1968,"Keymer, Vincent","Keller, Peter",1,Directed
1969,"Keymer, Vincent","Ilyasli, Ughur",1,Directed
1970,"Keymer, Vincent","Sargsyan, Sargis Vach",1,Directed
1971,"Keymer, Vincent","Babazada, Khazar Araz",1,Directed
1972,"Keymer, Vincent","Huang, Renjie",1,Directed
1973,"Hong, Andrew Z","Keymer, Vincent",1,Directed
1974,"Keymer, Vincent","Petkov, Momchil",1,Directed
1975,"Keymer, Vincent","Skatchkov, Valery",1,Directed
1976,"Keymer, Vincent","Amartuvshin, Ganzorig",1,Directed
1977,"Keymer, Vincent","Sanati, Charlotte",1,Directed
1978,"Keymer, Vincent","Poghosyan, Tigran",1,Directed
1979,"Keymer, Vincent","Olsen, Filip Boe",1,Directed
1980,"Sumets, Andrey","Keymer, Vincent",1,Directed
1981,"Keymer, Vincent","Henrich, Thomas",1,Directed
1982,"Keymer, Vincent","Hilzinger, Markus",1,Directed
1983,"Wagner, Dennis","Keymer, Vincent",1,Directed
1984,"Jansen, Dirk Norbert","Keymer, Vincent",1,Directed
1985,"Keymer, Vincent","Schneider, Bruno",1,Directed
1986,"Keymer, Vincent","Staufenberger, Bernd",1,Directed
1987,"Keymer, Vincent","Richter, Gerald",1,Directed
1988,"Keymer, Vincent","Kersten, Uwe",1,Directed
1989,"Keymer, Vincent","Wichmann, Cliff",1,Directed
1990,"Burmakin, Vladimir","Keymer, Vincent",1,Directed
1991,"Hecht, Carsten","Keymer, Vincent",1,Directed
1992,"Keymer, Vincent","Fieberg, Samuel",1,Directed
1993,"Bosiocic, Marin","Keymer, Vincent",1,Directed
1994,"Epishin, Vladimir","Keymer, Vincent",1,Directed
1995,"Keymer, Vincent","Miller, Eduard",1,Directed
1996,"Keymer, Vincent","Langheinrich, Ferenc",1,Directed
1997,"Keymer, Vincent","Huschenbeth, Niclas",1,Directed
1998,"Donchenko, Alexander","Keymer, Vincent",1,Directed
1999,"Keymer, Vincent","Kalinitschew, Sergey",1,Directed
2000,"Ovsejevitsch, Sergei","Keymer, Vincent",1,Directed
2001,"Keymer, Vincent","Macovei, Andrei",1,Directed
2002,"Swider, Pawel","Keymer, Vincent",1,Directed
2003,"Keymer, Vincent","Kozusek, Daniel",1,Directed
